kid,value,idf
"26362","83465","6.950665"
"26363","83468","6.923887"
"26364","83467","6.954849"
"26365","83462","6.887955"
"26366","83461","6.959051"
"26367","83464","6.858967"
"26368","83463","6.893854"
"26369","83460","6.903765"
"26370","83499","6.940280"
"26371","83498","6.885996"
"26372","83495","6.927960"
"26373","83494","6.932050"
"26374","83497","6.897807"
"26375","83496","6.997682"
"26376","83491","6.944421"
"26377","83490","6.971763"
"26378","83493","6.944421"
"26379","83492","6.889917"
"26380","83488","6.849488"
"26381","83487","6.946498"
"26382","83489","6.995496"
"26383","83484","6.872390"
"26384","83483","6.944421"
"26385","83486","6.984638"
"26386","83485","6.932050"
"26387","83480","6.876259"
"26388","83482","6.969633"
"26389","83481","6.980328"
"26390","58431","6.905759"
"26391","58430","6.882090"
"26392","58437","6.862784"
"26393","58436","6.986801"
"26394","58439","6.917808"
"26395","58438","6.893854"
"26396","58433","6.905759"
"26397","58432","6.878199"
"26398","58435","6.993315"
"26399","58434","6.901775"
"26400","58440","6.866615"
"26401","58442","6.899789"
"26402","58441","6.882090"
"26403","58448","6.885996"
"26404","58447","6.899789"
"26405","58449","6.940280"
"26406","58444","6.903765"
"26407","58443","6.923887"
"26408","58446","6.830796"
"26409","58445","6.864698"
"26410","58451","6.956947"
"26411","58450","6.868536"
"26412","58453","6.938217"
"26413","58452","6.919830"
"26414","83408","6.870461"
"26415","83407","6.969633"
"26416","83409","6.841969"
"26417","58459","6.889917"
"26418","83415","6.889917"
"26419","58458","6.868536"
"26420","83414","6.885996"
"26421","83417","6.895829"
"26422","83416","6.965386"
"26423","58455","6.923887"
"26424","83411","6.915790"
"26425","58454","6.903765"
"26426","83410","6.876259"
"26427","58457","6.946498"
"26428","83413","6.882090"
"26429","58456","6.893854"
"26430","83412","6.843844"
"26431","58462","6.907757"
"26432","58461","6.927960"
"26433","58464","6.944421"
"26434","58463","6.942349"
"26435","58460","6.899789"
"26436","83404","6.882090"
"26437","58469","6.942349"
"26438","83403","6.851377"
"26439","83406","6.915790"
"26440","83405","6.917808"
"26441","58466","6.901775"
"26442","83400","6.913775"
"26443","58465","6.857064"
"26444","58468","6.944421"
"26445","83402","6.963270"
"26446","58467","6.860874"
"26447","83401","7.004268"
"26448","58473","6.944421"
"26449","58472","6.884041"
"26450","58475","6.932050"
"26451","58474","6.942349"
"26452","83429","6.845722"
"26453","58471","6.915790"
"26454","58470","7.074993"
"26455","83437","6.917808"
"26456","83436","6.889917"
"26457","83439","6.868536"
"26458","83438","6.901775"
"26459","58477","6.874322"
"26460","83433","6.978180"
"26461","58476","6.858967"
"26462","83432","6.876259"
"26463","58479","6.971763"
"26464","83435","6.917808"
"26465","58478","6.901775"
"26466","83434","7.013118"
"26467","83431","6.866615"
"26468","83430","6.948579"
"26469","58484","6.868536"
"26470","58483","6.899789"
"26471","58486","6.946498"
"26472","58485","6.936157"
"26473","58480","6.921856"
"26474","83419","6.834507"
"26475","83418","6.845722"
"26476","58482","6.944421"
"26477","58481","6.925921"
"26478","83426","6.995496"
"26479","83425","6.907757"
"26480","83428","6.901775"
"26481","83427","6.858967"
"26482","58488","6.963270"
"26483","83422","6.905759"
"26484","58487","6.832650"
"26485","83421","6.934101"
"26486","83424","6.849488"
"26487","58489","6.950665"
"26488","83423","6.934101"
"26489","83420","6.843844"
"26490","58495","7.033320"
"26491","58494","6.921856"
"26492","58497","6.965386"
"26493","58496","6.917808"
"26494","58491","6.950665"
"26495","58490","6.889917"
"26496","58493","6.851377"
"26497","58492","6.853269"
"26498","83459","6.843844"
"26499","83458","6.876259"
"26500","58499","6.954849"
"26501","83455","6.884041"
"26502","58498","6.841969"
"26503","83454","6.911765"
"26504","83457","6.858967"
"26505","83456","6.936157"
"26506","83451","6.913775"
"26507","83450","6.930003"
"26508","83453","6.897807"
"26509","83452","6.930003"
"26510","83448","6.959051"
"26511","83447","6.921856"
"26512","83449","6.857064"
"26513","83444","6.952754"
"26514","83443","6.884041"
"26515","83446","6.870461"
"26516","83445","6.897807"
"26517","83440","6.927960"
"26518","83442","6.880142"
"26519","83441","6.870461"
"26520","10657","6.909759"
"26521","10656","6.919830"
"26522","10659","6.895829"
"26523","10658","6.973897"
"26524","10651","6.930003"
"26525","10650","6.876259"
"26526","10653","6.878199"
"26527","10652","6.903765"
"26528","10655","6.944421"
"26529","10654","6.882090"
"26530","10668","7.033320"
"26531","58602","6.969633"
"26532","10667","6.855165"
"26533","58601","6.952754"
"26534","58604","7.017572"
"26535","10669","6.915790"
"26536","58603","6.944421"
"26537","58600","6.976036"
"26538","10660","6.923887"
"26539","58609","6.993315"
"26540","10662","6.843844"
"26541","10661","6.991139"
"26542","10664","6.911765"
"26543","58606","6.973897"
"26544","10663","6.997682"
"26545","58605","6.891884"
"26546","10666","6.919830"
"26547","58608","6.897807"
"26548","10665","6.905759"
"26549","58607","6.969633"
"26550","10635","6.932050"
"26551","58613","6.860874"
"26552","10634","6.911765"
"26553","58612","6.858967"
"26554","10637","6.903765"
"26555","58615","6.870461"
"26556","10636","6.944421"
"26557","58614","6.889917"
"26558","10639","6.899789"
"26559","10638","6.956947"
"26560","58611","6.893854"
"26561","58610","6.934101"
"26562","10631","6.976036"
"26563","58617","6.905759"
"26564","10630","6.796216"
"26565","58616","6.909759"
"26566","10633","6.868536"
"26567","58619","6.913775"
"26568","10632","6.952754"
"26569","58618","6.834507"
"26570","10646","6.932050"
"26571","58624","6.884041"
"26572","10645","6.857064"
"26573","58623","6.870461"
"26574","10648","6.884041"
"26575","58626","6.832650"
"26576","10647","6.954849"
"26577","58625","6.954849"
"26578","58620","6.880142"
"26579","10649","6.891884"
"26580","58622","7.008683"
"26581","58621","6.942349"
"26582","10640","6.866615"
"26583","10642","6.961158"
"26584","58628","6.959051"
"26585","10641","6.841969"
"26586","58627","6.991139"
"26587","10644","6.864698"
"26588","10643","6.874322"
"26589","58629","6.843844"
"26590","10609","6.948579"
"26591","10613","6.925921"
"26592","58635","6.915790"
"26593","10612","6.857064"
"26594","58634","6.917808"
"26595","10615","6.855165"
"26596","58637","6.897807"
"26597","10614","6.880142"
"26598","58636","6.868536"
"26599","10617","6.932050"
"26600","58631","6.858967"
"26601","10616","6.973897"
"26602","58630","6.917808"
"26603","10619","6.944421"
"26604","58633","6.880142"
"26605","10618","6.995496"
"26606","58632","6.849488"
"26607","58639","6.917808"
"26608","58638","6.980328"
"26609","10611","6.897807"
"26610","10610","6.899789"
"26611","58640","6.887955"
"26612","10624","6.874322"
"26613","58646","6.986801"
"26614","10623","6.938217"
"26615","58645","6.876259"
"26616","10626","6.946498"
"26617","58648","6.885996"
"26618","10625","6.880142"
"26619","58647","6.882090"
"26620","10628","6.991139"
"26621","58642","6.921856"
"26622","10627","6.932050"
"26623","58641","6.840099"
"26624","58644","6.885996"
"26625","10629","6.915790"
"26626","58643","6.938217"
"26627","10620","6.967507"
"26628","58649","6.940280"
"26629","10622","7.015343"
"26630","10621","6.986801"
"26631","83609","6.936157"
"26632","58651","6.948579"
"26633","58650","6.857064"
"26634","83606","6.944421"
"26635","83605","6.925921"
"26636","83608","6.936157"
"26637","83607","6.980328"
"26638","58657","6.944421"
"26639","83613","6.999873"
"26640","58656","6.959051"
"26641","83612","6.905759"
"26642","58659","6.889917"
"26643","83615","6.893854"
"26644","58658","6.915790"
"26645","83614","6.895829"
"26646","58653","6.903765"
"26647","58652","6.984638"
"26648","58655","6.917808"
"26649","83611","6.915790"
"26650","58654","6.919830"
"26651","83610","7.004268"
"26652","58660","6.911765"
"26653","58662","6.965386"
"26654","58661","6.921856"
"26655","10602","6.874322"
"26656","58668","6.961158"
"26657","83602","6.897807"
"26658","10601","6.984638"
"26659","58667","6.828946"
"26660","83601","6.887955"
"26661","10604","6.969633"
"26662","83604","6.907757"
"26663","10603","6.980328"
"26664","58669","7.028796"
"26665","83603","6.923887"
"26666","10606","6.934101"
"26667","58664","6.911765"
"26668","10605","6.952754"
"26669","58663","6.915790"
"26670","10608","6.913775"
"26671","58666","6.864698"
"26672","83600","7.026541"
"26673","10607","6.909759"
"26674","58665","6.911765"
"26675","10600","6.909759"
"26676","44027","7.015343"
"26677","44026","6.954849"
"26678","44029","6.847603"
"26679","44028","6.963270"
"26680","19067","7.004268"
"26681","44023","6.946498"
"26682","19066","6.907757"
"26683","44022","6.973897"
"26684","19069","6.841969"
"26685","44025","6.905759"
"26686","19068","6.938217"
"26687","44024","6.936157"
"26688","19063","6.847603"
"26689","19062","6.880142"
"26690","19065","6.959051"
"26691","19064","6.988967"
"26692","19061","6.860874"
"26693","19060","6.956947"
"26694","44021","6.930003"
"26695","44020","6.925921"
"26696","44016","6.907757"
"26697","44015","6.917808"
"26698","44018","6.857064"
"26699","44017","6.880142"
"26700","19078","6.853269"
"26701","44012","6.982481"
"26702","19077","6.862784"
"26703","44011","6.853269"
"26704","44014","6.872390"
"26705","19079","6.971763"
"26706","44013","6.930003"
"26707","19074","6.864698"
"26708","19073","6.934101"
"26709","19076","6.917808"
"26710","19075","7.008683"
"26711","19070","6.907757"
"26712","44019","6.905759"
"26713","19072","6.905759"
"26714","19071","6.874322"
"26715","44010","6.882090"
"26716","19049","6.942349"
"26717","44005","6.884041"
"26718","19048","6.917808"
"26719","44004","6.903765"
"26720","44007","6.927960"
"26721","44006","6.899789"
"26722","19045","6.830796"
"26723","44001","6.965386"
"26724","19044","6.934101"
"26725","44000","6.942349"
"26726","19047","6.936157"
"26727","44003","6.866615"
"26728","19046","6.884041"
"26729","44002","6.841969"
"26730","19041","7.033320"
"26731","19040","6.944421"
"26732","19043","6.948579"
"26733","19042","6.885996"
"26734","44009","6.938217"
"26735","44008","6.911765"
"26736","19059","6.887955"
"26737","19056","6.917808"
"26738","19055","6.952754"
"26739","19058","6.899789"
"26740","19057","6.963270"
"26741","19052","6.944421"
"26742","19051","6.905759"
"26743","19054","6.901775"
"26744","19053","6.923887"
"26745","19050","6.858967"
"26746","19027","6.965386"
"26747","19026","6.954849"
"26748","19029","6.887955"
"26749","19028","6.843844"
"26750","19023","6.880142"
"26751","19022","6.954849"
"26752","10691","6.932050"
"26753","19025","6.913775"
"26754","10690","6.874322"
"26755","19024","6.956947"
"26756","19021","6.887955"
"26757","19020","6.880142"
"26758","10693","6.923887"
"26759","10692","6.836367"
"26760","10695","6.961158"
"26761","10694","6.956947"
"26762","10697","6.969633"
"26763","10696","6.921856"
"26764","10699","6.885996"
"26765","10698","6.965386"
"26766","19038","6.880142"
"26767","19037","6.882090"
"26768","19039","7.002068"
"26769","19034","6.876259"
"26770","19033","6.984638"
"26771","19036","6.925921"
"26772","19035","6.880142"
"26773","19030","6.885996"
"26774","19032","6.880142"
"26775","19031","6.855165"
"26776","19005","6.870461"
"26777","19004","6.882090"
"26778","19007","6.963270"
"26779","19006","6.915790"
"26780","19001","6.874322"
"26781","19000","6.956947"
"26782","19003","6.971763"
"26783","19002","6.909759"
"26784","10679","6.932050"
"26785","10678","6.884041"
"26786","10671","6.965386"
"26787","10670","6.961158"
"26788","10673","6.899789"
"26789","10672","6.891884"
"26790","10675","6.878199"
"26791","19009","6.891884"
"26792","10674","6.872390"
"26793","19008","6.940280"
"26794","10677","6.923887"
"26795","10676","6.927960"
"26796","19016","6.950665"
"26797","19015","6.880142"
"26798","19018","6.907757"
"26799","19017","6.950665"
"26800","19012","6.927960"
"26801","19011","6.814267"
"26802","10680","6.932050"
"26803","19014","6.919830"
"26804","19013","7.015343"
"26805","19010","6.991139"
"26806","10689","6.872390"
"26807","10682","6.889917"
"26808","10681","6.907757"
"26809","10684","6.893854"
"26810","10683","7.004268"
"26811","10686","6.948579"
"26812","10685","7.008683"
"26813","19019","6.857064"
"26814","10688","6.921856"
"26815","10687","6.917808"
"26816","83598","6.903765"
"26817","83597","6.819746"
"26818","83599","6.948579"
"26819","83594","6.885996"
"26820","83593","6.927960"
"26821","83596","6.862784"
"26822","83595","6.880142"
"26823","83590","6.921856"
"26824","83592","6.948579"
"26825","83591","6.917808"
"26826","83587","6.965386"
"26827","83586","6.967507"
"26828","83589","6.978180"
"26829","83588","6.857064"
"26830","83583","6.893854"
"26831","83582","6.976036"
"26832","83585","6.882090"
"26833","83584","6.880142"
"26834","83581","6.874322"
"26835","83580","6.963270"
"26836","58550","6.921856"
"26837","58552","6.891884"
"26838","58551","6.940280"
"26839","83507","7.006473"
"26840","83506","6.956947"
"26841","83509","6.969633"
"26842","83508","6.838231"
"26843","58558","6.921856"
"26844","83514","6.956947"
"26845","58557","6.936157"
"26846","83513","6.946498"
"26847","83516","6.884041"
"26848","58559","6.946498"
"26849","83515","6.880142"
"26850","58554","6.930003"
"26851","83510","6.913775"
"26852","58553","6.919830"
"26853","58556","6.959051"
"26854","83512","6.847603"
"26855","58555","6.851377"
"26856","83511","6.927960"
"26857","58561","6.855165"
"26858","58560","6.988967"
"26859","58563","6.884041"
"26860","58562","6.858967"
"26861","58569","6.946498"
"26862","83503","6.984638"
"26863","58568","6.934101"
"26864","83502","6.909759"
"26865","83505","6.893854"
"26866","83504","6.961158"
"26867","58565","6.876259"
"26868","58564","6.858967"
"26869","58567","6.956947"
"26870","83501","6.858967"
"26871","58566","6.936157"
"26872","83500","6.885996"
"26873","58572","6.834507"
"26874","58571","6.913775"
"26875","58574","6.853269"
"26876","58573","6.913775"
"26877","83529","6.897807"
"26878","83528","7.047019"
"26879","58570","6.845722"
"26880","83536","6.849488"
"26881","58579","6.909759"
"26882","83535","6.853269"
"26883","83538","6.930003"
"26884","83537","6.870461"
"26885","58576","6.934101"
"26886","83532","6.907757"
"26887","58575","6.905759"
"26888","83531","6.878199"
"26889","58578","6.893854"
"26890","83534","6.891884"
"26891","58577","6.819746"
"26892","83533","6.884041"
"26893","83530","6.938217"
"26894","58583","6.940280"
"26895","58582","6.932050"
"26896","58585","6.903765"
"26897","58584","6.907757"
"26898","83518","6.857064"
"26899","83517","6.909759"
"26900","58581","6.876259"
"26901","58580","6.923887"
"26902","83519","6.965386"
"26903","83525","6.919830"
"26904","83524","6.901775"
"26905","83527","6.976036"
"26906","83526","6.911765"
"26907","58587","6.913775"
"26908","83521","6.903765"
"26909","58586","6.923887"
"26910","83520","6.978180"
"26911","58589","6.895829"
"26912","83523","6.925921"
"26913","58588","6.923887"
"26914","83522","6.982481"
"26915","58594","6.907757"
"26916","58593","6.969633"
"26917","58596","6.872390"
"26918","58595","6.946498"
"26919","58590","6.878199"
"26920","58592","6.963270"
"26921","58591","6.993315"
"26922","83558","6.868536"
"26923","83557","6.993315"
"26924","83559","6.944421"
"26925","58598","6.907757"
"26926","83554","6.934101"
"26927","58597","6.913775"
"26928","83553","6.948579"
"26929","83556","6.864698"
"26930","58599","6.851377"
"26931","83555","6.903765"
"26932","83550","6.899789"
"26933","83552","6.984638"
"26934","83551","6.961158"
"26935","83539","6.880142"
"26936","83547","6.936157"
"26937","83546","6.895829"
"26938","83549","6.917808"
"26939","83548","6.882090"
"26940","83543","6.876259"
"26941","83542","6.868536"
"26942","83545","6.905759"
"26943","83544","6.907757"
"26944","83541","6.932050"
"26945","83540","6.899789"
"26946","83579","6.940280"
"26947","83576","6.901775"
"26948","83575","6.917808"
"26949","83578","7.004268"
"26950","83577","6.944421"
"26951","83572","6.961158"
"26952","83571","6.872390"
"26953","83574","6.982481"
"26954","83573","6.954849"
"26955","83570","6.911765"
"26956","83569","6.930003"
"26957","83568","6.942349"
"26958","83565","6.997682"
"26959","83564","6.921856"
"26960","83567","6.961158"
"26961","83566","6.963270"
"26962","83561","6.895829"
"26963","83560","6.959051"
"26964","83563","6.872390"
"26965","83562","6.814267"
"26966","19104","6.903765"
"26967","19103","6.823416"
"26968","19106","6.901775"
"26969","19105","7.022047"
"26970","19100","6.860874"
"26971","19102","6.919830"
"26972","19101","6.959051"
"26973","10778","6.936157"
"26974","58712","6.930003"
"26975","10777","6.901775"
"26976","58711","6.903765"
"26977","58714","6.880142"
"26978","10779","7.008683"
"26979","58713","6.885996"
"26980","58710","7.006473"
"26981","10770","6.927960"
"26982","58719","6.909759"
"26983","10772","6.870461"
"26984","10771","6.884041"
"26985","10774","6.905759"
"26986","19108","6.911765"
"26987","58716","6.950665"
"26988","10773","6.819746"
"26989","19107","6.855165"
"26990","58715","6.819746"
"26991","10776","6.893854"
"26992","58718","6.932050"
"26993","10775","6.963270"
"26994","19109","6.952754"
"26995","58717","6.796216"
"26996","19115","6.909759"
"26997","19114","6.984638"
"26998","19117","6.899789"
"26999","19116","6.799800"
"27000","19111","6.911765"
"27001","19110","6.921856"
"27002","19113","6.944421"
"27003","19112","6.899789"
"27004","10789","6.995496"
"27005","58723","6.858967"
"27006","10788","7.028796"
"27007","58722","6.956947"
"27008","58725","6.942349"
"27009","58724","6.882090"
"27010","58721","6.988967"
"27011","58720","6.874322"
"27012","10781","6.841969"
"27013","10780","6.901775"
"27014","10783","6.909759"
"27015","10782","6.880142"
"27016","10785","6.923887"
"27017","19119","7.004268"
"27018","58727","6.919830"
"27019","10784","6.965386"
"27020","19118","6.884041"
"27021","58726","6.925921"
"27022","10787","6.927960"
"27023","58729","6.882090"
"27024","10786","6.887955"
"27025","58728","6.923887"
"27026","10756","6.938217"
"27027","58734","6.948579"
"27028","10755","6.864698"
"27029","58733","6.864698"
"27030","10758","6.934101"
"27031","58736","6.978180"
"27032","10757","6.932050"
"27033","58735","6.911765"
"27034","58730","6.938217"
"27035","10759","6.907757"
"27036","58732","6.868536"
"27037","58731","6.946498"
"27038","10750","6.893854"
"27039","10752","6.907757"
"27040","58738","6.858967"
"27041","10751","6.921856"
"27042","58737","6.993315"
"27043","10754","6.882090"
"27044","10753","6.851377"
"27045","58739","6.938217"
"27046","10767","6.944421"
"27047","58745","6.940280"
"27048","10766","6.952754"
"27049","58744","6.901775"
"27050","10769","6.917808"
"27051","58747","6.980328"
"27052","10768","6.978180"
"27053","58746","6.855165"
"27054","58741","6.925921"
"27055","58740","6.942349"
"27056","58743","6.925921"
"27057","58742","6.925921"
"27058","10761","6.903765"
"27059","10760","6.858967"
"27060","10763","6.868536"
"27061","58749","6.965386"
"27062","10762","6.845722"
"27063","58748","6.862784"
"27064","10765","6.889917"
"27065","10764","6.919830"
"27066","83709","6.961158"
"27067","83708","6.903765"
"27068","58750","6.872390"
"27069","83705","6.969633"
"27070","83704","6.885996"
"27071","83707","6.853269"
"27072","83706","6.841969"
"27073","10734","6.899789"
"27074","58756","6.858967"
"27075","83712","6.878199"
"27076","10733","6.878199"
"27077","58755","6.956947"
"27078","83711","6.905759"
"27079","10736","6.942349"
"27080","58758","6.847603"
"27081","83714","6.901775"
"27082","10735","6.956947"
"27083","58757","6.878199"
"27084","83713","6.948579"
"27085","10738","6.874322"
"27086","58752","6.909759"
"27087","10737","6.884041"
"27088","58751","6.853269"
"27089","58754","6.891884"
"27090","83710","6.940280"
"27091","10739","6.923887"
"27092","58753","6.919830"
"27093","10730","6.932050"
"27094","58759","6.930003"
"27095","10732","6.997682"
"27096","10731","6.880142"
"27097","58761","6.828946"
"27098","58760","6.909759"
"27099","10745","6.880142"
"27100","58767","6.980328"
"27101","83701","6.905759"
"27102","10744","6.889917"
"27103","58766","6.948579"
"27104","83700","6.930003"
"27105","10747","6.934101"
"27106","58769","6.923887"
"27107","83703","6.857064"
"27108","10746","6.874322"
"27109","58768","7.056257"
"27110","83702","6.872390"
"27111","10749","6.878199"
"27112","58763","6.893854"
"27113","10748","6.860874"
"27114","58762","6.919830"
"27115","58765","6.952754"
"27116","58764","6.903765"
"27117","10741","6.942349"
"27118","10740","6.838231"
"27119","10743","6.855165"
"27120","10742","6.872390"
"27121","10709","6.925921"
"27122","58770","6.999873"
"27123","10708","6.940280"
"27124","58772","6.921856"
"27125","58771","6.971763"
"27126","83727","6.984638"
"27127","83726","6.868536"
"27128","83729","6.961158"
"27129","83728","6.982481"
"27130","10712","6.903765"
"27131","58778","6.907757"
"27132","83734","6.956947"
"27133","10711","6.827099"
"27134","58777","6.942349"
"27135","83733","6.891884"
"27136","10714","6.956947"
"27137","83736","6.838231"
"27138","10713","6.911765"
"27139","58779","6.907757"
"27140","83735","6.843844"
"27141","10716","6.909759"
"27142","58774","6.965386"
"27143","83730","6.944421"
"27144","10715","6.903765"
"27145","58773","6.889917"
"27146","10718","6.911765"
"27147","58776","6.919830"
"27148","83732","6.911765"
"27149","10717","6.907757"
"27150","58775","6.959051"
"27151","83731","6.946498"
"27152","10710","6.925921"
"27153","58781","6.909759"
"27154","10719","6.849488"
"27155","58780","6.868536"
"27156","83719","6.956947"
"27157","58783","6.866615"
"27158","58782","6.938217"
"27159","83716","6.905759"
"27160","83715","6.862784"
"27161","83718","6.940280"
"27162","83717","6.927960"
"27163","10723","6.932050"
"27164","58789","6.885996"
"27165","83723","6.876259"
"27166","10722","6.915790"
"27167","58788","6.980328"
"27168","83722","6.950665"
"27169","10725","6.899789"
"27170","83725","6.923887"
"27171","10724","7.002068"
"27172","83724","6.891884"
"27173","10727","6.923887"
"27174","58785","6.878199"
"27175","10726","6.952754"
"27176","58784","6.934101"
"27177","10729","6.923887"
"27178","58787","6.934101"
"27179","83721","6.836367"
"27180","10728","6.938217"
"27181","58786","6.882090"
"27182","83720","6.911765"
"27183","10721","6.895829"
"27184","10720","6.895829"
"27185","44148","6.909759"
"27186","44147","6.952754"
"27187","44149","6.923887"
"27188","19188","6.885996"
"27189","44144","6.874322"
"27190","19187","6.921856"
"27191","44143","6.864698"
"27192","44146","6.919830"
"27193","19189","6.917808"
"27194","44145","6.940280"
"27195","19184","6.913775"
"27196","19183","6.963270"
"27197","19186","6.895829"
"27198","19185","6.913775"
"27199","19180","6.942349"
"27200","19182","6.961158"
"27201","19181","6.901775"
"27202","44140","6.954849"
"27203","44142","6.823416"
"27204","44141","6.857064"
"27205","44137","6.919830"
"27206","44136","6.963270"
"27207","44139","6.823416"
"27208","44138","6.934101"
"27209","19199","6.903765"
"27210","44133","6.946498"
"27211","19198","6.946498"
"27212","44132","6.909759"
"27213","44135","6.836367"
"27214","44134","6.911765"
"27215","19195","6.862784"
"27216","19194","6.954849"
"27217","19197","6.952754"
"27218","19196","6.876259"
"27219","19191","6.876259"
"27220","19190","6.830796"
"27221","19193","6.938217"
"27222","19192","6.909759"
"27223","44131","6.878199"
"27224","44130","6.903765"
"27225","44126","6.905759"
"27226","19169","6.921856"
"27227","44125","6.940280"
"27228","44128","6.889917"
"27229","44127","6.812447"
"27230","19166","6.944421"
"27231","44122","6.954849"
"27232","19165","7.040146"
"27233","44121","6.940280"
"27234","19168","6.891884"
"27235","44124","6.907757"
"27236","19167","6.932050"
"27237","44123","6.895829"
"27238","19162","6.911765"
"27239","19161","6.893854"
"27240","19164","6.864698"
"27241","19163","6.864698"
"27242","44129","7.002068"
"27243","19160","6.814267"
"27244","44120","6.948579"
"27245","44115","6.976036"
"27246","44114","6.876259"
"27247","44117","6.860874"
"27248","44116","6.866615"
"27249","19177","7.008683"
"27250","44111","6.895829"
"27251","19176","6.950665"
"27252","44110","6.849488"
"27253","19179","6.969633"
"27254","44113","6.973897"
"27255","19178","6.919830"
"27256","44112","6.905759"
"27257","19173","6.862784"
"27258","19172","6.919830"
"27259","19175","6.876259"
"27260","19174","6.870461"
"27261","44119","6.889917"
"27262","44118","6.887955"
"27263","19171","6.840099"
"27264","19170","6.948579"
"27265","19148","6.940280"
"27266","44104","6.895829"
"27267","19147","6.872390"
"27268","44103","6.969633"
"27269","44106","6.897807"
"27270","19149","6.954849"
"27271","44105","6.942349"
"27272","19144","6.836367"
"27273","44100","6.927960"
"27274","19143","6.932050"
"27275","19146","6.944421"
"27276","44102","6.938217"
"27277","19145","6.872390"
"27278","44101","6.921856"
"27279","19140","6.946498"
"27280","19142","6.876259"
"27281","19141","6.965386"
"27282","44108","6.917808"
"27283","44107","6.932050"
"27284","44109","6.927960"
"27285","19159","6.932050"
"27286","19158","6.919830"
"27287","19155","6.851377"
"27288","19154","6.952754"
"27289","19157","6.897807"
"27290","19156","6.853269"
"27291","19151","6.915790"
"27292","19150","6.995496"
"27293","19153","6.934101"
"27294","19152","6.885996"
"27295","19126","6.876259"
"27296","19125","6.930003"
"27297","19128","6.938217"
"27298","19127","6.866615"
"27299","19122","6.944421"
"27300","19121","6.917808"
"27301","10790","6.895829"
"27302","19124","6.860874"
"27303","19123","6.853269"
"27304","19120","6.913775"
"27305","10799","6.905759"
"27306","10792","6.905759"
"27307","10791","6.934101"
"27308","10794","6.967507"
"27309","10793","6.930003"
"27310","10796","7.008683"
"27311","10795","6.946498"
"27312","19129","6.938217"
"27313","10798","6.895829"
"27314","10797","6.995496"
"27315","19137","6.893854"
"27316","19136","6.980328"
"27317","19139","6.857064"
"27318","19138","6.930003"
"27319","19133","6.876259"
"27320","19132","6.940280"
"27321","19135","6.891884"
"27322","19134","6.858967"
"27323","19131","6.969633"
"27324","19130","6.891884"
"27325","58701","6.834507"
"27326","58700","6.927960"
"27327","58703","6.907757"
"27328","58702","6.963270"
"27329","58709","6.978180"
"27330","58708","6.930003"
"27331","58705","6.823416"
"27332","58704","6.889917"
"27333","58707","6.965386"
"27334","58706","6.874322"
"27335","44099","6.907757"
"27336","44090","6.885996"
"27337","44096","6.909759"
"27338","44095","6.963270"
"27339","44098","6.938217"
"27340","44097","6.944421"
"27341","44092","6.917808"
"27342","44091","6.868536"
"27343","44094","6.934101"
"27344","44093","6.887955"
"27345","44089","6.925921"
"27346","44088","6.895829"
"27347","44085","6.930003"
"27348","44084","6.946498"
"27349","44087","6.925921"
"27350","44086","6.878199"
"27351","44081","6.982481"
"27352","44080","6.889917"
"27353","44083","6.942349"
"27354","44082","6.817916"
"27355","44078","7.040146"
"27356","44077","6.880142"
"27357","44079","6.860874"
"27358","44074","6.919830"
"27359","44073","6.993315"
"27360","44076","6.952754"
"27361","44075","6.915790"
"27362","44070","6.995496"
"27363","44072","6.973897"
"27364","44071","6.921856"
"27365","44067","6.874322"
"27366","44066","6.930003"
"27367","44069","6.911765"
"27368","44068","6.969633"
"27369","44063","6.932050"
"27370","44062","6.882090"
"27371","44065","6.919830"
"27372","44064","6.950665"
"27373","44061","6.901775"
"27374","44060","6.936157"
"27375","44059","6.942349"
"27376","44056","6.884041"
"27377","44055","6.942349"
"27378","44058","6.872390"
"27379","44057","6.997682"
"27380","44052","6.917808"
"27381","44051","6.956947"
"27382","44054","6.927960"
"27383","44053","6.907757"
"27384","44050","6.997682"
"27385","44049","6.923887"
"27386","44048","6.843844"
"27387","19089","6.880142"
"27388","44045","6.841969"
"27389","19088","6.976036"
"27390","44044","6.851377"
"27391","44047","6.817916"
"27392","44046","6.889917"
"27393","19085","6.853269"
"27394","19084","6.940280"
"27395","19087","6.840099"
"27396","19086","6.919830"
"27397","19081","6.978180"
"27398","19080","6.961158"
"27399","19083","6.828946"
"27400","19082","6.901775"
"27401","19090","6.907757"
"27402","44041","6.841969"
"27403","44040","6.878199"
"27404","44043","6.891884"
"27405","44042","6.980328"
"27406","44038","6.891884"
"27407","44037","6.919830"
"27408","44039","6.840099"
"27409","44034","6.901775"
"27410","19099","6.967507"
"27411","44033","6.921856"
"27412","44036","6.889917"
"27413","44035","6.944421"
"27414","19096","6.915790"
"27415","19095","6.925921"
"27416","19098","6.930003"
"27417","19097","6.878199"
"27418","19092","6.845722"
"27419","19091","7.010898"
"27420","19094","6.855165"
"27421","19093","6.903765"
"27422","44030","6.948579"
"27423","44032","6.885996"
"27424","44031","6.884041"
"27425","58671","6.866615"
"27426","58670","6.899789"
"27427","58673","6.880142"
"27428","58672","6.885996"
"27429","83628","6.944421"
"27430","83627","7.065581"
"27431","83629","6.956947"
"27432","58679","6.925921"
"27433","83635","6.901775"
"27434","58678","6.897807"
"27435","83634","6.917808"
"27436","83637","6.934101"
"27437","83636","6.851377"
