kid,value,idf
"35633","98344","6.948579"
"35634","98347","6.897807"
"35635","98346","6.897807"
"35636","98341","6.991139"
"35637","98340","6.905759"
"35638","98343","6.905759"
"35639","98342","6.880142"
"35640","98338","6.878199"
"35641","98337","6.965386"
"35642","98339","6.959051"
"35643","98334","6.967507"
"35644","98333","6.878199"
"35645","98336","6.864698"
"35646","98335","6.885996"
"35647","98330","6.862784"
"35648","98332","6.923887"
"35649","98331","6.889917"
"35650","98367","6.901775"
"35651","98366","6.915790"
"35652","98369","6.901775"
"35653","98368","6.915790"
"35654","98363","6.874322"
"35655","98362","6.917808"
"35656","98365","6.830796"
"35657","98364","6.995496"
"35658","98361","6.843844"
"35659","98360","6.821579"
"35660","98359","6.864698"
"35661","98356","6.907757"
"35662","98355","6.934101"
"35663","98358","6.925921"
"35664","98357","6.959051"
"35665","98352","6.965386"
"35666","98351","6.909759"
"35667","98354","7.033320"
"35668","98353","6.887955"
"35669","98350","6.923887"
"35670","98389","6.976036"
"35671","98388","6.858967"
"35672","98385","6.866615"
"35673","98384","6.917808"
"35674","98387","6.872390"
"35675","98386","6.891884"
"35676","98381","6.858967"
"35677","98380","6.882090"
"35678","98383","6.868536"
"35679","98382","6.942349"
"35680","98378","6.925921"
"35681","98377","6.919830"
"35682","98379","6.891884"
"35683","98374","6.851377"
"35684","98373","6.923887"
"35685","98376","6.874322"
"35686","98375","7.004268"
"35687","98370","6.978180"
"35688","98372","6.967507"
"35689","98371","6.940280"
"35690","50309","6.834507"
"35691","50308","6.942349"
"35692","39991","6.807007"
"35693","39990","6.956947"
"35694","39993","6.843844"
"35695","39992","6.887955"
"35696","39995","6.884041"
"35697","64951","6.866615"
"35698","39994","6.991139"
"35699","64950","6.971763"
"35700","25345","6.946498"
"35701","64953","6.884041"
"35702","25344","6.915790"
"35703","64952","6.893854"
"35704","25347","6.901775"
"35705","64955","6.901775"
"35706","25346","6.909759"
"35707","64954","6.932050"
"35708","25349","6.845722"
"35709","64957","6.899789"
"35710","25348","6.864698"
"35711","64956","6.897807"
"35712","64959","6.860874"
"35713","64958","6.899789"
"35714","64949","6.909759"
"35715","25341","6.973897"
"35716","25340","6.855165"
"35717","25343","6.959051"
"35718","50310","6.891884"
"35719","25342","6.868536"
"35720","39997","6.874322"
"35721","50312","6.993315"
"35722","39996","6.959051"
"35723","50311","6.882090"
"35724","39999","6.917808"
"35725","50314","6.967507"
"35726","39998","6.946498"
"35727","50313","6.927960"
"35728","50316","6.864698"
"35729","50315","6.891884"
"35730","50318","6.851377"
"35731","50317","6.942349"
"35732","50319","6.830796"
"35733","39980","6.948579"
"35734","39982","6.882090"
"35735","64960","6.885996"
"35736","39981","6.884041"
"35737","39984","6.940280"
"35738","64962","6.876259"
"35739","39983","6.874322"
"35740","64961","6.915790"
"35741","25356","6.938217"
"35742","64964","6.942349"
"35743","25355","6.954849"
"35744","64963","6.938217"
"35745","25358","6.874322"
"35746","64966","6.932050"
"35747","25357","6.961158"
"35748","64965","6.849488"
"35749","64968","6.919830"
"35750","25359","6.959051"
"35751","64967","6.849488"
"35752","64969","6.880142"
"35753","25350","6.899789"
"35754","25352","6.925921"
"35755","25351","6.897807"
"35756","25354","6.940280"
"35757","50321","6.932050"
"35758","25353","6.893854"
"35759","50320","6.946498"
"35760","39986","6.963270"
"35761","50323","6.851377"
"35762","39985","6.819746"
"35763","50322","6.893854"
"35764","39988","6.919830"
"35765","50325","6.884041"
"35766","39987","6.887955"
"35767","50324","6.876259"
"35768","50327","6.940280"
"35769","39989","6.864698"
"35770","50326","6.948579"
"35771","50329","6.901775"
"35772","50328","6.946498"
"35773","39971","6.872390"
"35774","64971","6.838231"
"35775","39970","6.954849"
"35776","64970","6.882090"
"35777","39973","6.855165"
"35778","64973","6.971763"
"35779","39972","6.895829"
"35780","64972","6.952754"
"35781","25323","6.950665"
"35782","64975","6.799800"
"35783","25322","6.870461"
"35784","64974","6.956947"
"35785","25325","6.927960"
"35786","64977","6.905759"
"35787","25324","6.866615"
"35788","64976","6.973897"
"35789","25327","7.010898"
"35790","64979","6.934101"
"35791","25326","6.948579"
"35792","64978","6.965386"
"35793","25329","6.901775"
"35794","25328","6.923887"
"35795","50330","6.878199"
"35796","25321","6.967507"
"35797","50332","6.952754"
"35798","25320","6.899789"
"35799","50331","6.845722"
"35800","39975","6.950665"
"35801","50334","6.823416"
"35802","39974","7.024291"
"35803","50333","6.921856"
"35804","39977","6.965386"
"35805","50336","6.885996"
"35806","39976","6.991139"
"35807","50335","6.925921"
"35808","39979","6.936157"
"35809","50338","6.961158"
"35810","39978","6.872390"
"35811","50337","6.903765"
"35812","50339","6.905759"
"35813","64980","6.901775"
"35814","39960","6.870461"
"35815","64982","6.872390"
"35816","64981","6.959051"
"35817","39962","6.827099"
"35818","64984","6.876259"
"35819","39961","6.927960"
"35820","64983","6.876259"
"35821","25334","6.988967"
"35822","64986","6.961158"
"35823","25333","6.954849"
"35824","64985","6.874322"
"35825","25336","6.921856"
"35826","64988","6.887955"
"35827","25335","6.895829"
"35828","64987","6.954849"
"35829","25338","6.988967"
"35830","25337","6.825256"
"35831","64989","6.925921"
"35832","25339","6.907757"
"35833","25330","6.878199"
"35834","50341","6.907757"
"35835","50340","6.942349"
"35836","25332","6.950665"
"35837","50343","7.008683"
"35838","25331","6.965386"
"35839","50342","6.917808"
"35840","39964","6.980328"
"35841","50345","6.919830"
"35842","39963","6.817916"
"35843","50344","6.965386"
"35844","39966","6.841969"
"35845","50347","6.905759"
"35846","39965","6.874322"
"35847","50346","6.891884"
"35848","39968","6.843844"
"35849","50349","6.932050"
"35850","39967","6.905759"
"35851","50348","6.913775"
"35852","39969","7.008683"
"35853","25309","6.921856"
"35854","25308","6.934101"
"35855","64991","6.880142"
"35856","64990","6.961158"
"35857","64993","6.971763"
"35858","64992","6.862784"
"35859","39951","6.961158"
"35860","64995","6.897807"
"35861","39950","6.878199"
"35862","64994","6.905759"
"35863","25301","6.860874"
"35864","64997","6.878199"
"35865","25300","6.907757"
"35866","64996","6.925921"
"35867","25303","6.884041"
"35868","64999","6.876259"
"35869","25302","6.876259"
"35870","64998","6.903765"
"35871","25305","6.930003"
"35872","25304","6.956947"
"35873","25307","6.938217"
"35874","25306","6.984638"
"35875","50350","6.921856"
"35876","50352","6.891884"
"35877","50351","6.944421"
"35878","50354","6.884041"
"35879","50353","6.866615"
"35880","39953","6.940280"
"35881","50356","6.915790"
"35882","39952","6.911765"
"35883","50355","6.925921"
"35884","39955","6.911765"
"35885","50358","6.899789"
"35886","39954","6.956947"
"35887","50357","6.930003"
"35888","39957","6.944421"
"35889","39956","6.921856"
"35890","50359","6.948579"
"35891","39959","6.980328"
"35892","39958","6.915790"
"35893","25319","6.814267"
"35894","39940","6.866615"
"35895","25312","6.887955"
"35896","25311","6.882090"
"35897","25314","6.927960"
"35898","25313","7.004268"
"35899","25316","6.991139"
"35900","25315","6.927960"
"35901","25318","6.885996"
"35902","25317","6.986801"
"35903","39949","6.905759"
"35904","50361","6.942349"
"35905","50360","6.923887"
"35906","50363","6.971763"
"35907","50362","6.907757"
"35908","25310","6.973897"
"35909","50365","6.897807"
"35910","50364","7.010898"
"35911","39942","6.882090"
"35912","50367","6.891884"
"35913","39941","6.946498"
"35914","50366","6.940280"
"35915","39944","6.884041"
"35916","50369","6.999873"
"35917","39943","6.927960"
"35918","50368","7.091680"
"35919","39946","6.911765"
"35920","39945","6.923887"
"35921","39948","6.864698"
"35922","39947","6.911765"
"35923","98309","6.866615"
"35924","98308","6.849488"
"35925","98305","6.827099"
"35926","98304","6.938217"
"35927","98307","6.885996"
"35928","98306","6.942349"
"35929","98301","6.963270"
"35930","98300","6.891884"
"35931","98303","6.963270"
"35932","98302","6.923887"
"35933","39939","6.893854"
"35934","50370","6.978180"
"35935","39938","6.936157"
"35936","50372","6.903765"
"35937","50371","6.932050"
"35938","50374","6.889917"
"35939","50373","6.942349"
"35940","50376","6.872390"
"35941","50375","6.825256"
"35942","39931","6.913775"
"35943","50378","6.878199"
"35944","39930","6.909759"
"35945","50377","6.919830"
"35946","39933","6.862784"
"35947","39932","6.872390"
"35948","50379","6.911765"
"35949","39935","6.944421"
"35950","39934","6.866615"
"35951","39937","6.919830"
"35952","39936","6.965386"
"35953","39928","6.911765"
"35954","50381","6.901775"
"35955","39927","6.889917"
"35956","50380","6.938217"
"35957","50383","6.954849"
"35958","39929","6.880142"
"35959","50382","6.887955"
"35960","50385","6.885996"
"35961","50384","6.917808"
"35962","50387","6.895829"
"35963","50386","6.988967"
"35964","39920","6.938217"
"35965","50389","6.923887"
"35966","50388","6.913775"
"35967","39922","6.884041"
"35968","39921","6.870461"
"35969","39924","6.925921"
"35970","39923","6.978180"
"35971","39926","6.891884"
"35972","39925","6.927960"
"35973","64900","6.843844"
"35974","64902","6.899789"
"35975","64901","6.956947"
"35976","64904","6.940280"
"35977","64903","6.932050"
"35978","25389","6.857064"
"35979","25388","6.942349"
"35980","64911","6.911765"
"35981","64910","6.915790"
"35982","64913","6.940280"
"35983","64912","6.932050"
"35984","64915","6.897807"
"35985","64914","6.880142"
"35986","25381","7.013118"
"35987","64906","6.969633"
"35988","25380","6.978180"
"35989","64905","6.942349"
"35990","25383","6.917808"
"35991","64908","6.925921"
"35992","25382","6.853269"
"35993","64907","6.932050"
"35994","25385","6.946498"
"35995","25384","6.891884"
"35996","64909","6.917808"
"35997","25387","6.843844"
"35998","25386","6.999873"
"35999","64920","6.919830"
"36000","25399","6.969633"
"36001","64922","6.923887"
"36002","64921","6.899789"
"36003","64924","6.907757"
"36004","64923","6.891884"
"36005","64926","6.876259"
"36006","64925","7.017572"
"36007","25392","6.816090"
"36008","64917","6.841969"
"36009","25391","6.930003"
"36010","64916","6.940280"
"36011","25394","6.878199"
"36012","64919","6.976036"
"36013","25393","6.925921"
"36014","64918","6.887955"
"36015","25396","6.847603"
"36016","25395","6.783772"
"36017","25398","6.978180"
"36018","25397","6.973897"
"36019","25390","6.872390"
"36020","25367","6.880142"
"36021","64931","6.950665"
"36022","25366","6.889917"
"36023","64930","6.828946"
"36024","25369","6.887955"
"36025","64933","6.915790"
"36026","25368","6.882090"
"36027","64932","6.907757"
"36028","64935","6.923887"
"36029","64934","6.901775"
"36030","64937","6.986801"
"36031","64936","6.874322"
"36032","64928","6.832650"
"36033","64927","6.921856"
"36034","25361","6.836367"
"36035","25360","6.878199"
"36036","64929","6.901775"
"36037","25363","6.880142"
"36038","25362","6.919830"
"36039","25365","6.887955"
"36040","25364","6.944421"
"36041","64940","6.897807"
"36042","25378","6.868536"
"36043","64942","6.938217"
"36044","25377","6.942349"
"36045","64941","6.963270"
"36046","64944","6.907757"
"36047","25379","6.913775"
"36048","64943","6.787311"
"36049","64946","6.980328"
"36050","64945","6.919830"
"36051","64948","6.899789"
"36052","64947","6.946498"
"36053","25370","6.952754"
"36054","64939","6.858967"
"36055","64938","6.944421"
"36056","25372","6.884041"
"36057","25371","6.973897"
"36058","25374","6.845722"
"36059","25373","6.841969"
"36060","25376","6.940280"
"36061","25375","6.889917"
"36062","50301","6.938217"
"36063","50300","6.921856"
"36064","50303","7.002068"
"36065","50302","6.841969"
"36066","50305","6.903765"
"36067","50304","6.950665"
"36068","50307","6.919830"
"36069","50306","6.909759"
"36070","25507","6.897807"
"36071","25506","6.940280"
"36072","25509","6.940280"
"36073","25508","6.855165"
"36074","98448","6.880142"
"36075","98447","6.940280"
"36076","98449","6.961158"
"36077","98444","6.952754"
"36078","98443","6.925921"
"36079","25501","6.887955"
"36080","98446","6.870461"
"36081","25500","6.843844"
"36082","98445","6.870461"
"36083","25503","6.909759"
"36084","98440","6.934101"
"36085","25502","6.907757"
"36086","25505","6.853269"
"36087","98442","6.880142"
"36088","25504","6.895829"
"36089","98441","6.938217"
"36090","25518","6.950665"
"36091","25517","6.884041"
"36092","25519","6.909759"
"36093","98437","6.919830"
"36094","98436","6.946498"
"36095","98439","6.952754"
"36096","98438","6.921856"
"36097","25510","6.940280"
"36098","98433","6.938217"
"36099","98432","6.919830"
"36100","25512","6.836367"
"36101","98435","6.901775"
"36102","25511","6.925921"
"36103","98434","6.917808"
"36104","25514","6.954849"
"36105","25513","6.988967"
"36106","25516","6.874322"
"36107","98431","6.891884"
"36108","25515","6.969633"
"36109","98430","6.834507"
"36110","98469","6.940280"
"36111","98466","6.991139"
"36112","98465","6.919830"
"36113","98468","6.891884"
"36114","98467","6.930003"
"36115","98462","6.927960"
"36116","98461","6.967507"
"36117","98464","6.954849"
"36118","98463","6.927960"
"36119","98460","6.927960"
"36120","98459","6.878199"
"36121","98458","6.961158"
"36122","98455","6.919830"
"36123","98454","6.847603"
"36124","98457","7.033320"
"36125","98456","6.909759"
"36126","98451","6.889917"
"36127","98450","6.948579"
"36128","98453","6.925921"
"36129","98452","6.874322"
"36130","98488","6.880142"
"36131","98487","6.927960"
"36132","98489","6.876259"
"36133","98484","6.952754"
"36134","98483","6.851377"
"36135","98486","6.936157"
"36136","98485","6.885996"
"36137","98480","6.919830"
"36138","98482","6.889917"
"36139","98481","6.893854"
"36140","98477","6.874322"
"36141","98476","6.872390"
"36142","98479","6.913775"
"36143","98478","6.978180"
"36144","98473","6.905759"
"36145","98472","6.899789"
"36146","98475","6.895829"
"36147","98474","6.870461"
"36148","98471","6.978180"
"36149","98470","6.891884"
"36150","98499","6.870461"
"36151","98498","6.971763"
"36152","98495","6.907757"
"36153","98494","6.911765"
"36154","98497","6.938217"
"36155","98496","6.925921"
"36156","98491","6.840099"
"36157","98490","6.946498"
"36158","98493","6.814267"
"36159","98492","6.921856"
"36160","50429","6.984638"
"36161","25466","6.860874"
"36162","25465","6.899789"
"36163","25468","6.858967"
"36164","25467","6.967507"
"36165","25469","6.950665"
"36166","25460","6.921856"
"36167","25462","6.855165"
"36168","25461","6.984638"
"36169","25464","6.889917"
"36170","50431","6.851377"
"36171","25463","6.882090"
"36172","50430","6.853269"
"36173","50433","6.944421"
"36174","50432","6.925921"
"36175","50435","6.948579"
"36176","50434","6.919830"
"36177","50437","6.862784"
"36178","50436","6.901775"
"36179","50439","6.874322"
"36180","50438","6.944421"
"36181","25477","6.884041"
"36182","25476","6.934101"
"36183","25479","6.905759"
"36184","25478","6.870461"
"36185","25471","6.870461"
"36186","25470","6.845722"
"36187","25473","6.948579"
"36188","50440","7.013118"
"36189","25472","6.930003"
"36190","25475","6.857064"
"36191","50442","6.878199"
"36192","25474","6.973897"
"36193","50441","6.889917"
"36194","50444","7.008683"
"36195","50443","6.855165"
"36196","50446","6.825256"
"36197","50445","6.876259"
"36198","50448","6.913775"
"36199","50447","6.860874"
"36200","50449","6.878199"
"36201","25444","6.887955"
"36202","25443","6.911765"
"36203","25446","6.899789"
"36204","25445","6.884041"
"36205","25448","6.882090"
"36206","25447","6.899789"
"36207","25449","6.946498"
"36208","25440","7.006473"
"36209","50451","6.834507"
"36210","50450","6.887955"
"36211","25442","6.940280"
"36212","50453","6.885996"
"36213","25441","6.932050"
"36214","50452","6.838231"
"36215","50455","6.959051"
"36216","50454","6.932050"
"36217","50457","6.897807"
"36218","50456","6.897807"
"36219","50459","6.876259"
"36220","50458","6.950665"
"36221","25455","6.969633"
"36222","25454","6.911765"
"36223","25457","6.895829"
"36224","25456","7.002068"
"36225","25459","6.946498"
"36226","25458","6.909759"
"36227","50460","6.878199"
"36228","25451","6.961158"
"36229","50462","6.911765"
"36230","25450","6.986801"
"36231","50461","6.840099"
"36232","25453","6.921856"
"36233","50464","6.870461"
"36234","25452","6.834507"
"36235","50463","6.878199"
"36236","50466","6.940280"
"36237","50465","6.895829"
"36238","50468","6.864698"
"36239","50467","6.917808"
"36240","50469","6.905759"
"36241","98408","6.884041"
"36242","25429","6.860874"
"36243","98407","6.872390"
"36244","98409","6.889917"
"36245","98404","6.909759"
"36246","98403","6.847603"
"36247","98406","6.915790"
"36248","98405","6.880142"
"36249","25422","6.901775"
"36250","98400","6.988967"
"36251","25421","6.934101"
"36252","25424","6.868536"
"36253","98402","6.853269"
"36254","25423","6.828946"
"36255","98401","6.917808"
"36256","25426","6.942349"
"36257","25425","6.984638"
"36258","25428","6.956947"
"36259","25427","6.911765"
"36260","50471","6.984638"
"36261","50470","6.986801"
"36262","50473","6.827099"
"36263","50472","6.885996"
"36264","25420","6.940280"
"36265","50475","6.954849"
"36266","50474","6.938217"
"36267","50477","6.956947"
"36268","50476","6.946498"
"36269","50479","6.893854"
"36270","50478","6.911765"
"36271","25433","6.925921"
"36272","25432","6.903765"
"36273","25435","6.917808"
"36274","25434","6.919830"
"36275","25437","6.897807"
"36276","25436","6.876259"
"36277","25439","6.901775"
"36278","25438","6.880142"
"36279","50480","7.004268"
"36280","50482","6.950665"
"36281","50481","6.874322"
"36282","50484","6.946498"
"36283","50483","6.870461"
"36284","25431","6.899789"
"36285","50486","7.006473"
"36286","25430","6.847603"
"36287","50485","6.961158"
"36288","50488","6.930003"
"36289","50487","6.807007"
"36290","50489","6.889917"
"36291","25408","6.915790"
"36292","25407","6.950665"
"36293","98429","6.940280"
"36294","25409","6.891884"
"36295","98426","6.940280"
"36296","98425","6.946498"
"36297","98428","6.997682"
"36298","98427","6.905759"
"36299","25400","6.895829"
"36300","98422","6.887955"
"36301","98421","6.905759"
"36302","25402","6.948579"
"36303","98424","6.862784"
"36304","25401","6.925921"
"36305","98423","6.853269"
"36306","25404","6.986801"
"36307","25403","6.911765"
"36308","25406","6.893854"
"36309","98420","6.897807"
"36310","25405","6.909759"
"36311","50491","6.921856"
"36312","50490","6.885996"
"36313","50493","6.938217"
"36314","50492","6.976036"
"36315","50495","6.915790"
"36316","50494","6.834507"
"36317","50497","6.942349"
"36318","50496","6.868536"
"36319","50499","6.911765"
"36320","50498","6.862784"
"36321","25419","6.885996"
"36322","98419","6.965386"
"36323","25418","6.946498"
"36324","98418","6.967507"
"36325","98415","6.901775"
"36326","98414","6.887955"
"36327","98417","6.954849"
"36328","98416","6.909759"
"36329","25411","6.868536"
"36330","98411","6.870461"
"36331","25410","6.936157"
"36332","98410","6.911765"
"36333","25413","6.954849"
"36334","98413","6.840099"
"36335","25412","6.988967"
"36336","98412","6.903765"
"36337","25415","6.963270"
"36338","25414","6.909759"
"36339","25417","6.946498"
"36340","25416","6.984638"
"36341","50400","6.993315"
"36342","50402","6.876259"
"36343","50401","6.849488"
"36344","50404","6.832650"
"36345","50403","6.950665"
"36346","50406","6.834507"
"36347","50405","6.899789"
"36348","50408","6.840099"
"36349","50407","6.843844"
"36350","50409","6.882090"
"36351","25488","6.874322"
"36352","25487","6.897807"
"36353","25489","6.927960"
"36354","25480","6.903765"
"36355","25482","6.923887"
"36356","25481","7.002068"
"36357","25484","6.917808"
"36358","25483","6.840099"
"36359","25486","7.028796"
"36360","25485","6.801597"
"36361","50411","6.980328"
"36362","50410","6.878199"
"36363","50413","6.934101"
"36364","50412","6.845722"
"36365","50415","6.895829"
"36366","50414","6.895829"
"36367","50417","6.932050"
"36368","50416","6.836367"
"36369","50419","6.874322"
"36370","50418","6.864698"
"36371","25499","6.903765"
"36372","25498","6.961158"
"36373","25491","6.984638"
"36374","25490","7.008683"
"36375","25493","6.940280"
"36376","25492","6.959051"
"36377","25495","6.973897"
"36378","25494","6.915790"
"36379","25497","6.965386"
"36380","50420","6.868536"
"36381","25496","6.897807"
"36382","50422","6.925921"
"36383","50421","6.885996"
"36384","50424","6.870461"
"36385","50423","6.889917"
"36386","50426","6.946498"
"36387","50425","6.940280"
"36388","50428","6.878199"
"36389","50427","6.944421"
"36390","25628","6.893854"
"36391","25627","6.930003"
"36392","25629","6.845722"
"36393","98569","6.845722"
"36394","98568","6.967507"
"36395","25620","6.901775"
"36396","98565","6.965386"
"36397","98564","6.923887"
"36398","25622","6.897807"
"36399","98567","6.911765"
"36400","25621","6.832650"
"36401","98566","6.849488"
"36402","25624","6.905759"
"36403","98561","6.919830"
"36404","25623","6.851377"
"36405","98560","7.013118"
"36406","25626","6.895829"
"36407","98563","6.940280"
"36408","25625","6.971763"
"36409","98562","6.866615"
"36410","25639","6.927960"
"36411","25638","6.925921"
"36412","98558","6.832650"
"36413","98557","7.026541"
"36414","98559","6.940280"
"36415","25631","6.909759"
"36416","98554","6.901775"
"36417","25630","6.927960"
"36418","98553","6.893854"
"36419","25633","6.882090"
"36420","98556","6.868536"
"36421","25632","6.876259"
"36422","98555","6.978180"
"36423","25635","6.882090"
"36424","98550","7.017572"
"36425","25634","6.917808"
"36426","25637","6.897807"
"36427","98552","6.932050"
"36428","25636","6.895829"
"36429","98551","6.932050"
"36430","25606","6.901775"
"36431","25605","6.956947"
"36432","25608","6.880142"
"36433","25607","6.936157"
"36434","25609","6.921856"
"36435","98587","6.930003"
"36436","98586","6.954849"
"36437","25600","6.860874"
"36438","98589","6.858967"
"36439","98588","7.010898"
"36440","25602","7.022047"
"36441","98583","6.899789"
"36442","25601","6.950665"
"36443","98582","6.872390"
"36444","25604","6.893854"
"36445","98585","6.976036"
"36446","25603","6.903765"
"36447","98584","6.959051"
"36448","98581","6.897807"
"36449","98580","6.936157"
"36450","25617","6.917808"
"36451","25616","6.911765"
"36452","25619","6.959051"
"36453","25618","6.830796"
"36454","98579","6.903765"
"36455","98576","6.965386"
"36456","98575","6.897807"
"36457","25611","6.971763"
"36458","98578","7.002068"
"36459","25610","6.915790"
"36460","98577","6.851377"
"36461","25613","6.874322"
"36462","98572","7.002068"
"36463","25612","6.961158"
"36464","98571","6.948579"
"36465","25615","6.925921"
"36466","98574","6.959051"
"36467","25614","6.946498"
"36468","98573","6.969633"
"36469","98570","6.921856"
"36470","98598","6.959051"
"36471","98597","6.913775"
"36472","98599","6.885996"
"36473","98594","6.864698"
"36474","98593","6.853269"
"36475","98596","6.805201"
"36476","98595","6.889917"
"36477","98590","6.889917"
"36478","98592","6.907757"
"36479","98591","6.944421"
"36480","25587","6.870461"
"36481","25586","6.925921"
"36482","25589","6.963270"
"36483","25588","6.905759"
"36484","25581","6.954849"
"36485","25580","6.925921"
"36486","25583","6.961158"
"36487","50550","6.895829"
"36488","25582","6.919830"
"36489","25585","6.899789"
"36490","50552","6.845722"
"36491","25584","6.907757"
"36492","50551","6.789086"
"36493","50554","6.885996"
"36494","50553","6.868536"
"36495","50556","6.903765"
"36496","50555","6.882090"
"36497","50558","6.927960"
"36498","50557","6.878199"
"36499","50559","6.872390"
"36500","25598","6.878199"
"36501","25597","6.944421"
"36502","25599","6.946498"
"36503","25590","6.944421"
"36504","25592","6.954849"
"36505","25591","6.997682"
"36506","25594","6.897807"
"36507","50561","6.936157"
"36508","25593","6.907757"
"36509","50560","6.817916"
"36510","25596","6.923887"
"36511","50563","6.878199"
"36512","25595","6.921856"
"36513","50562","6.868536"
"36514","50565","6.950665"
"36515","50564","6.961158"
"36516","50567","6.874322"
"36517","50566","6.942349"
"36518","50569","6.895829"
"36519","50568","6.932050"
"36520","98507","6.911765"
"36521","98506","6.978180"
"36522","98509","6.887955"
"36523","98508","6.959051"
"36524","98503","6.901775"
"36525","98502","6.855165"
"36526","98505","6.838231"
"36527","98504","6.946498"
"36528","25565","6.961158"
"36529","25564","6.891884"
"36530","25567","6.938217"
"36531","98501","6.967507"
"36532","25566","6.836367"
"36533","98500","6.956947"
"36534","25569","7.004268"
"36535","25568","6.944421"
"36536","50570","6.907757"
"36537","25561","6.942349"
"36538","50572","6.961158"
"36539","25560","6.887955"
"36540","50571","6.884041"
"36541","25563","6.986801"
"36542","50574","6.907757"
"36543","25562","6.973897"
"36544","50573","6.862784"
"36545","50576","6.934101"
"36546","50575","6.965386"
"36547","50578","6.925921"
"36548","50577","6.940280"
"36549","50579","6.823416"
"36550","25576","6.913775"
"36551","25575","6.803397"
"36552","25578","6.893854"
"36553","25577","6.897807"
"36554","25579","6.927960"
"36555","25570","6.878199"
"36556","50581","6.921856"
"36557","50580","6.971763"
"36558","25572","6.915790"
"36559","50583","6.909759"
"36560","25571","6.919830"
"36561","50582","6.907757"
"36562","25574","6.959051"
"36563","50585","6.858967"
"36564","25573","6.907757"
"36565","50584","6.984638"
"36566","50587","6.897807"
"36567","50586","7.086884"
"36568","50589","6.909759"
"36569","50588","6.948579"
"36570","98529","6.847603"
"36571","98528","6.905759"
"36572","98525","6.889917"
"36573","98524","6.942349"
"36574","98527","6.930003"
"36575","98526","6.889917"
"36576","25543","6.825256"
"36577","98521","6.903765"
"36578","25542","6.948579"
"36579","98520","6.893854"
"36580","25545","6.936157"
"36581","98523","6.915790"
"36582","25544","6.954849"
"36583","98522","6.967507"
"36584","25547","6.999873"
"36585","25546","6.891884"
"36586","25549","6.798007"
"36587","25548","6.942349"
"36588","50590","6.889917"
"36589","50592","6.950665"
"36590","50591","6.855165"
"36591","50594","6.963270"
"36592","50593","6.911765"
"36593","25541","7.031055"
"36594","50596","6.887955"
"36595","25540","6.866615"
"36596","50595","6.878199"
"36597","50598","6.940280"
"36598","50597","6.866615"
"36599","50599","6.870461"
"36600","98518","6.940280"
"36601","98517","6.790864"
"36602","98519","6.895829"
"36603","98514","7.008683"
"36604","98513","6.887955"
"36605","98516","6.915790"
"36606","98515","6.903765"
"36607","25554","6.909759"
"36608","98510","6.963270"
"36609","25553","6.870461"
"36610","25556","6.819746"
"36611","98512","6.915790"
"36612","25555","6.887955"
"36613","98511","6.887955"
"36614","25558","6.942349"
"36615","25557","6.870461"
"36616","25559","6.880142"
"36617","25550","6.911765"
"36618","25552","6.923887"
"36619","25551","6.884041"
"36620","25529","6.897807"
"36621","25528","6.995496"
"36622","98547","6.878199"
"36623","98546","6.913775"
"36624","98549","6.959051"
"36625","98548","6.843844"
"36626","25521","6.967507"
"36627","98543","6.880142"
"36628","25520","6.982481"
"36629","98542","6.884041"
"36630","25523","6.870461"
"36631","98545","6.930003"
"36632","25522","6.858967"
"36633","98544","6.969633"
"36634","25525","6.862784"
"36635","25524","6.817916"
"36636","25527","6.936157"
"36637","98541","6.948579"
"36638","25526","6.868536"
"36639","98540","6.834507"
"36640","25539","6.901775"
"36641","98539","6.785540"
"36642","98536","6.855165"
"36643","98535","6.909759"
"36644","98538","6.864698"
"36645","98537","6.919830"
"36646","25532","6.909759"
"36647","98532","6.978180"
"36648","25531","6.862784"
"36649","98531","6.946498"
"36650","25534","6.783772"
"36651","98534","6.925921"
"36652","25533","6.903765"
"36653","98533","6.884041"
"36654","25536","6.944421"
"36655","25535","6.919830"
"36656","25538","6.915790"
"36657","98530","6.909759"
"36658","25537","6.899789"
"36659","25530","6.913775"
"36660","50501","6.882090"
"36661","50500","6.838231"
"36662","50503","7.028796"
"36663","50502","6.893854"
"36664","50505","6.905759"
"36665","50504","6.808817"
"36666","50507","6.830796"
"36667","50506","6.961158"
"36668","50509","6.874322"
"36669","50508","6.959051"
"36670","50510","6.965386"
"36671","50512","6.882090"
"36672","50511","6.967507"
"36673","50514","6.870461"
"36674","50513","6.932050"
"36675","50516","6.876259"
"36676","50515","6.851377"
"36677","50518","6.915790"
"36678","50517","6.986801"
"36679","50519","6.858967"
"36680","50521","6.969633"
"36681","50520","6.956947"
"36682","50523","6.927960"
"36683","50522","6.915790"
"36684","50525","6.919830"
"36685","50524","6.895829"
"36686","50527","6.965386"
"36687","50526","6.882090"
"36688","50529","6.950665"
"36689","50528","6.821579"
"36690","50530","6.909759"
"36691","50532","6.907757"
"36692","50531","6.971763"
"36693","50534","6.832650"
"36694","50533","6.954849"
"36695","50536","6.909759"
"36696","50535","6.976036"
"36697","50538","6.950665"
"36698","50537","6.961158"
"36699","50539","7.015343"
"36700","50541","6.880142"
"36701","50540","6.971763"
"36702","50543","6.973897"
"36703","50542","7.019807"
"36704","50545","6.823416"
"36705","50544","6.915790"
"36706","50547","6.942349"
"36707","50546","6.857064"
"36708","50549","6.872390"
